accommodation_id,review_text,review_score,hotel_review_count
-269719989,"This was our second stay in the space of a fortnight and we were very happy with the comfort, service and location of the hotel On this occasion our room was next to one of the housekeeping stations where all of the equipment is kept and the team members gather. There was a lot of noise and when we left our room we had to wade through piles of bedding sheets waiting to be laundered.",7.0,75
-269719989,Excellent breakfast. Location perfect. Parking perfect. Staff so lovely Nothing,9.0,75
-269719989,Breakfast room superb and bar clean and friendly nan,9.0,75
-269719989,"Wonderful re-purposing of a historic Chester industrial building along the canal. Very nicely done interiors. Great gym, pool, work-out area. City center location, five minute walk to historical sights or to rail station. Generous breakfast. Comfortable bed and pillows. Just sorry did not have time to book into the spa!",10.0,75
-269719989,"Located very close to the town centre, facilities were excellent as well as the staff were extremely friendly/helpful and nothing was out of their way. Could have done with some air conditioning",9.0,75
-269719989,Lovely hotel.Staff very helpful.great location.Great breakfast BedRoom a little dated.No convenient plug for kettle.Had to carry boiled kettle across room,9.0,75
-269719989,The location on the canal and easy walking distance to the city centre. Breakfast and the spa facilities were excellent. Friendly staff Nothing to dislike,8.0,75
-269719989,position very central friendly staff excellent meals no safe no water in room,8.0,75
-269719989,"The staff were all pleasant and helpful. Had a small problem with the plug in the bathroom. After being unable to get housekeeping to come up one of the Receptionists came and fixed it. Which I thought went beyond the call of duty. The room was very nice - quite luxurious in decor. Spacious bathroom and shower easy to use. The room was quiet and comfortable. There are pool and gym facilities but did not use them. Breakfast was good with very pleasant and friendly staff. And an easy stroll into the historic centre of Chester. All in all a very pleasant stay. You have to pay for the car park on top of the hotel charge. This was £9.00, which is reasonable for a city centre. My only niggle is that we did not know how to get into the car park until we had booked in and paid, which meant we had to park on the street. However we were very lucky in that we found a temporary parking space. Perhaps they could give an option to pay for parking and get the code before arrival on Booking.com?",9.0,75
-269719989,Efficient check in procedure. After 3 weeks on a small canal boat the spacious room at this hotel was most welcome. Excellent location with easy walk to centre of the city nothing!,10.0,75
-269719989,Location was excellent short walk to town centre and bars nice clean friendly hotel spa was great too Nothing,10.0,75
-269719989,Price and location Nothing,10.0,75
-269719989,Spacious hotel rooms good bar and leisure facilities close to city centre Husband missed mushrooms at breakfast,8.0,75
-269719989,Great place good value Bit strange to find from station,10.0,75
-269719989,We didn't use the facilities but they looked really good. Room was huge with comfortable bed. Free car park. Welcoming staff Very noisy from the road ( we were over the bridge). Would have been nice to serve own breakfast. Old dated furniture in bedroom but can't complain at the price.,8.0,75
-269719989,Location perfect !! Breakfast great !! Spa great !! Good 💯 😀 nan,7.0,75
-269719989,"Great location,room was very comfortable,great staff very helpful and welcoming,the food in the restaurant was of a high quality and value for money,all in all we had a lovely weekend and will definitely stay again Nothing that we could see",10.0,75
-269719989,"Perfect location for city centre.  Hotel clean comfortable.  Breakfast was nice. Small shower curtain over bath, didn't reach all the way round, floor got soaked.  Would like mushrooms on breakfast buffet, also no orange juice.",10.0,75
-269719989,Room cleN tidy and spacious Nothing,10.0,75
-269719989,Really good location easy to walk to everything we wanted to see. Room was a little dated however I am aware the hotel is updating and considering it was a room that still needed doing it was still nice. The pool is nice and hot tub. We didn't use the spa facilities fir any treatments or gym but they looked really good. The hotel resturant is lovely. I have stayed before and each time have eaten an evening meal at the hotel it doesn't disappoint.  The staff are friendly and helpful. I have a spinal injury and find the beds here are firm and comfortable. Like all hotels the walls can be a little thin. We had what sounded like a family of elephants above us so I recommend taking ear plugs. There was an issue on this stay with a previous guest hiding something foul. Luckily the hotel responded very quickly and had it all sorted quickly.,10.0,75
-269719989,Great location. Great breakfast. Staff lovely Room and bathroom a little tired,9.0,75
-269719989,The location is great the hotel is nice but I think abit over priced for the room. Needs more tables outside when it's nice weather.,7.0,75
-269719989,"All round excellent stay at the Mill Hotel. Great facilities and wonderful staff. Excellent room service keeps the Hotel exceptionally clean. Nothing is too much trouble, staff go to Great lengths to make your stay, one to remember. Swimming pool sauna, jacuzzi and Spa are brilliant. We'll done to the Mill. nan",10.0,75
-269719989,"Warm room,bar,pool Room right at the back of the building",8.0,75
-269719989,"There was plenty of choice for breakfast. The hotel is a short walk from the city walls an centre Our room was on the South West, over the canal bridge which would have been fine if it was facing the canal but unfortunately it was on the other side of the corridor right next to the motorway so quite a bit of noise from the traffic sadly",10.0,75
-269719989,Breakfast was excellent & staff service was also very good. Nothing really,9.0,75
-269719989,"Room was perhaps a little dated, but clean and comfortable and breakfast was lovely Paying to park and the parking availability",9.0,75
-269719989,"The hotel facilities were really good and staff were very helpful and polite, the location was excellent, the breakfast was delicious. I feel as though the rooms could do with a little update. They were very clean but a bit dated. Other than that, we really enjoyed our stay and will be coming back.",9.0,75
-269719989,"Friendly staff , room was clean and warm  Breakfast was good too Bed wasn't the most comfy ...but was OK",8.0,75
-269719989,"Everything at The Mill was superb.  The staff are so friendly and nothing is too much trouble for them.  Food is excellent, great choice for breakfast, lunch and dinner. Spa facilities are so relaxing. nan",10.0,75
-269719989,Cleanliness. Location. Breafast very good. Menu in restaurant quite limited.,9.0,75
-269719989,The location was excellent just a short walk to the centre and on the side of the canal. Great breakfast shame there was no mushrooms. Though the hotel sent information about party nights at the hotel. Little information about their restaurant. Would have used it one night. Food looked good,8.0,75
-269719989,Great value and comfortable rooms. We enjoyed the breakfast too. Nothing,10.0,75
-269719989,"Comfortable bed,pleasant staff. Mediocre breakfast. Poor quality bathroom accessories.",8.0,75
-269719989,"The rooms were comfortable. Nice size. Quiet location. Pool and changing rooms were clean. Staff were exceptional. Polite and eager to help in any way. Breakfast was nicely laid out, fresh and good quality. nan",9.0,75
-269719989,clean and close location to town centre lovely hotel to stay in,8.0,75
-269719989,the staff were all so nice polite professional and friendly from reception to housekeeping to spa staff and breakfast staff. room was spacious and clean. nan,9.0,75
-269719989,"Very little negative to say.  A great stay with good facilities and and nice breakfast.  The hotel, although not all new/modern, was very clean and comfortable.  The biggest positive was the staff - all staff we interacted with were happy and very helpful, they all seemed happy to be working there. Only negative I can make is that the mattresses in our family room, although not uncomfortable, were not among the best.",9.0,75
-269719989,"Excellent location, Breakfast very well controlled, Staff Excellent. Room had no drawer space .Tired furniture",8.0,75
-269719989,"Great location, parking available, pool, gym, salon, food, very friendly staff too. Just one thing that would have been good was if the rooms had air conditioning - it was pretty hot on a warm weekend but the hotel is an old mill building so it's probably not possible to install air con throughout.",9.0,75
-269719989,"Cleanliness, food quality, bar facilities and Spa The rooms need Aircon and a fridge",8.0,75
-269719989,Popular place to stay. Helpful staff. Enjoyed breakfast. Car parking just across road. Shower in room had a mixer problem & ran cold. Staff tried but couldn't fix that evening.,7.0,75
-269719989,Breakfast and location very good and met our expectations All good,9.0,75
-269719989,"Very friendly, great location for City centre. Clean rooms and comfortable beds. nan",10.0,75
-269719989,clean and location is good nice spa as well and the breakfast you won’t be disappointed nothing,9.0,75
-269719989,Convenient for Chester. Room had everything we needed. Great value for money. Nothing,9.0,75
-269719989,"Everything was perfect other than the rooms. The pool was lovely, breakfast was great and the canal was beautiful. , the rooms could use a little updating, I was opening the blinds and the rail fell down on me. They just need a little revamp and a little more maintaining.",7.0,75
-269719989,"It's my third stay at the mill spa but this time we had a massage, it was a bitter sweet stay as it was my dad's 1st anniversary of his sad demise. I thought the woman on reception was a bit arrogant over the car park charges having to pay when we had just arrived 😳 instead of check out.",8.0,75
-269719989,"Great Hotel, fantastic location. The spa and swimming facility were relaxing. Thought the parking could of been included in the price. Nothing apart from the parking cost.",9.0,75
-269719989,Great location with an even better spa and pool Nothing to dislike,9.0,75
-269719989,"Staff were lovely ,food was delicious and location great nan",10.0,75
-269719989,Brill breakfast Car park should be included,10.0,75
-269719989,"The location is excellent, car park outside a plus in Chester, breakfast is hot fresh and tasty More hooks 8n the room for coats etc.",10.0,75
-269719989,Hotel location was excellent facilities were of a good standard  Staff were friendly and hardworking and polite and helpful. Breakfast was well presented and portions were substantial.  Enjoyed our stay. Nothing.,10.0,75
-269719989,"location is fantastic, large car park, spacious rooms and really helpful staff nothing",10.0,75
-269719989,"Everything, spa brilliant,  breakfast very good . Location bang on. Also staff very helpful, I'll be back again in September. 👍 Nothing to dislike.",10.0,75
-269719989,The room was good apart from been on road side and traffic noise kept us awake will return in the future will request canal side Road side room,8.0,75
-269719989,"Had a quiet room, as requested. Well placed for station, historic city and eating out nan",10.0,75
-1335920432,"Location. Room size Aircon not working and reception unable to resolve issue, rooms very warm as windows don't open. Card only payment at bar, no notice to say cash not accepted.  Breakfast not open until 7am is not an issue, but when you arrive at 06:50 and you are not allowed to enter because its not 7!! The place was ready to go and all staff standing waiting for the clock to strike.",7.0,65
-1335920432,clean fresh and very quiet bedrooms too hot but that’s personal preference,9.0,65
-1335920432,"comfortable , clean nan",10.0,65
-1335920432,"The room (especially the bathroom) was lovely, super clean and the coffee/tea making facilities were excellent. The gym was great considering it's a city centre hotel, on site parking was really useful (if a little expensive). The aircon in the room wasn't great - it switched on and off with seemingly no logic so the room could feel a little stuffy at times. Easily fixed by switching it back on. My room also didn't have a deadbolt on the inside of the door.",8.0,65
-1335920432,very clean and all facilities were up to a good standard nothing,10.0,65
-1335920432,"Great hotel in the center of Birmingham, with clean rooms and bathrooms. The check-in and check-out process was quick. The breakfast was very good, although it could benefit from more diversity. The service is good, and has good value for money compared to nearby 4-star hotels in the center Small issue that one of the servant don’t know English, difficult to communicate with her and sometime enter the room without permission.",9.0,65
-1335920432,Staff very nice and friendly. Room was very clean and comfortable. Bathroom was lovely. Loved the freebies. Could have some more lifts as had to wait ages to go up and down.,9.0,65
-1335920432,"Super breakfast and good service.Large , clean room.Good location. Sleep disturbances due to other inconsiderate guests coming in and continuing to party after a night out in Birmingham.Hotel did their best to resolve the situation.",7.0,65
-1335920432,Everything was excellent lovely comfortable bed breakfast was delicious Nothing,10.0,65
-1335920432,"Good location, lots of dining options nearby  Beautiful bathroom  Everyday cleaning is good No",9.0,65
-1335920432,Nice comfortable big bed lovely bathroom and very clean room Nothing,9.0,65
-1335920432,The extra charges for things like room service or parking are extortionate Room service charges,10.0,65
-1335920432,"We had 2 rooms, both were very nice and clean, the beds were quite firm. Breakfast was delicious. We were only there one night and in that time there was nothing to dislike.",9.0,65
-1335920432,"Location is perfect , Hotel Rooms are spacious, Breakfast amazing Nothing",10.0,65
-1335920432,"Deluxe room, perfect for a romantic weekend with a partner.  Very good facilities and general cleanliness. nan",10.0,65
-1335920432,Breakfast was amazing as was the staff apart from reception.  Great showers and quiet rooms Check in could have been alot better,8.0,65
-1335920432,"Comfortable room, nice bar, great location the breakfast coffee was terrible.",8.0,65
-1335920432,"Very nice hotel parking onsite, beautiful room and facilities,  great choice of breakfast. Location was great Nothing all good",10.0,65
-1335920432,"Excellent rooms larger than average, beds very comfortable nan",9.0,65
-1335920432,"Room, bathroom all lovely. Not sure why I always get given a room with 2 double beds? Expensive and no breakfast included. Otherwise everything really good.",9.0,65
-1335920432,"Comfortable, clean, convenient Cupboard stunk of bananas. interesting",8.0,65
-1335920432,Excellence place place and beutiful accommodation for our family Nil,10.0,65
-1335920432,"Clean and fabulous service, everyone friendly nan",10.0,65
-1335920432,"Excellent location. Modern design, attractive lobby area, a very clean and comfortable room. A few little details at reception and in the room that don't cost much but made a big difference in terms of comfort. Just the noise from the street (clubs below), and how long we had to wait for a lift to go down each time, but nothing major.",9.0,65
-1335920432,"Everything. Location was amazing, room was very clean & nicely presented upon arrival. Room service menu was great. Customer service was amazing. Buffet breakfast was my favourite. Nothing.",10.0,65
-1335920432,"Very clean, comfortable beds, good location. No soundproofing between bedrooms.  Bring earplugs!",8.0,65
-1335920432,"Great location, facilities,reception staff, on site parking , excellent breakfast,  and great WiFi. Very quiet room Very abrupt lady on omelette stand shouting at customers going the wrong way on buffet stand ( signs would be useful) and for putting utensils in wrong place. She made customers feel and look stupid.  Even after I apologised for not being aware of system she kept ranting at me. Also did this with overseas guests who were not fluent in English. Otherwise would have given you a 10!",9.0,65
-1335920432,Great location lovely room and comfy bed Breakfast price for to high,10.0,65
-1335920432,"Clean, good location, Cleaning staff turning up at 8.30 to do the room when check out is 11 am",8.0,65
-1335920432,"Hotel is very clean, staff are very good and location was perfect for us... A better selection of drinks in hotel bar would have been perfect...",10.0,65
-1335920432,great hotel in good location and great values for money when we phoned we were told there was no car park but after parking elsewhere were told on check in that there was a car park which would have been cheaper. Very irritating,9.0,65
-1335920432,"Lovely staff member at reception, got a free room upgrade which was amazing with great views of the canal! Bathroom was stunning😍 food in resturant great, amazing location busy street with clubs/bars couldnt hear any noise in room at night, only 10 min walk from city centre, amazing stay N/a",10.0,65
-1335920432,"Fantastic location for the arena. Very comfortable room, two double beds so a very restful sleep. Recommend the breakfast, something for every taste. Nothing.",10.0,65
-1335920432,"Location is very good for nightlife Room was brand new. Very clean and modern. Room comes with a fridge and coffee pod machine The noise from the street party outside, we stayed on the 2nd floor next time i would request a room on a higher floor",8.0,65
-1335920432,"Perfect location, room was spacious & clean Housekeeping entered the room before we checked out",9.0,65
-1335920432,"Location was very good.When I got my bearings.The breakfast was nice.The staff were really helpful. Nothing it was all acceptable,it was what expected really.",9.0,65
-1335920432,I liked  everything about the hotel it's  in a great  location room  was fabulous  staf  very  nice a really  lovely place to stay Nothing,10.0,65
-1335920432,That is where i wanted to be central birmigham to enjoy night life it was perfect locations for us 👌 Everythings,10.0,65
-1335920432,"Room was spotless, spacious, bed very comfortable, extra pillows, top marks Nothing it was perfect",10.0,65
-1335920432,the size of bed nothing,10.0,65
-1335920432,"Wonderfully comfortable. The beds were superb. The rooms were spotless and the little touches, eg coffee, tea etc of a high quality. The bathroom extremely clean, with a fabulous power shower. Nothing. An excellent hotel",9.0,65
-1335920432,"Room was great with a lovely big shower and the bed was very comfy. Check in was slow and only one member of staff in the morning at check out, who was busy helping a couple.",9.0,65
-1335920432,"Pleasant rooms, excellent bathroom, welcoming reception and lounge area. Nothing.",10.0,65
-1335920432,Everything about the hotel was perfect especially the beds and the breakfast nan,10.0,65
-1335920432,"The room was large with a huge comfortable bed. There was a fridge, bottle of water, plenty of tea bags plus a coffee machine even a couple of welcome cup cakes. The shower was spacious and powerful. There wasn't a huge choice of restaurants in close proximity to the hotel but there were numerous options at the 'Mailbox' area about a 10 minute walk away.",9.0,65
-1335920432,"Smart hotel, spacious room and good breakfast. Had a Tai curry in the bar that was inedible as it was way way too hot, and I am a curry eater, but it was ridiculous. Could not, would not refund but was offered a free drink. Lack of veg food. Toilet flush was not working properly. Look que for check in as only one person on duty.",8.0,65
-1335920432,"great location, clean and well decorated, great bed and friendly welcoming staff i only stayed one night so didn’t find anything wrong at all",9.0,65
-1335920432,"Central Hotel with great facilities. Breakfast was great and lots of variety. Quite difficult to get to. On a one way street, and sat nav took us along a bus and taxi zone. Couldn't see any other way to getting to the hotel. Toilet didn't flush well at all.",9.0,65
-1335920432,Very clean and modern. Rooms are a good size and beds are comfy. Staff were very helpful and friendly. nan,10.0,65
-1335920432,"Large room, two comfortable double beds, clean, room was quiet, felt safe - my daughter and I stayed at the hotel, we arrived back late and I like the fact that the hotel only let people in that we’re staying at the hotel. nothing",10.0,65
-1335920432,very clean excellent facilities and location. large comfortable room nan,10.0,65
-1335920432,"Rooms are lovely,air con fab as it was a nice evening so more comfortable getting ready to go out.   Feel safe as people are on the door at night letting guests back in. nan",9.0,65
-1335920432,"Fab location, lovely rooms and staff The breakfast and parking. For the price you paid the breakfast was not the best, it was cold. For the price of the room you would expect parking to be included or at least discounted",8.0,65
-1335920432,Great beds and breakfast nan,10.0,65
-1335920432,"Well located, lots of restaurants nearby & easy transport links- bus, tram,taxis to hand. Comfortable rooms with tea, coffee, biscuits & water, lovely bathrooms, huge lobby with plenty of seating areas. Good breakfast. To reach the parking garage you go through the lower ground floor which is a little rough looking. The garage itself isn’t too bad. More vegan options needed for breakfast- why not offer vegan alternatives, porridge etc?",8.0,65
-1335920432,Excellent room and breakfast and very polite staff nan,10.0,65
-1335920432,"good location very clean and friendly staff the cost of the car park £16.50p on top of coast of the room, I booked my room which was the better executive room for £125 and my friend who stayed in an identical room for £80 and we both booked with booking.com, I wasn’t happy with this at all",8.0,65
-1335920432,Location Room facilities & comfort Modern feel throughout hotel nan,9.0,65
-1335920432,"Comfy beds, lovely bathroom, fab shower. Good breakfast & facilities. nan",8.0,65
-1335920432,the hotel is clean and in a very central location.  rooms are spacious. nan,10.0,65
-1335920432,Perfect location  Modern rooms Plenty of room for family of 4 Cost of parking,9.0,65
-1335920432,"the room was ready early which helped fit into our plans. the room was clean, tidy and bed really comfortable. breakfast was average but plenty available with large selection. nothing really .. we was going to eat in restaurant at night but not great selection and it was rather pricey",8.0,65
-1335920432,Clean and very comfortable room and the hotel is in a great location. nan,9.0,65
-1335920432,"big comfy beds, luxurious bathroom, great choice of coffees, big tv, cosy room. nan",10.0,65
-1335920432,comfy beds and very clean room check in was not good queue was in the street took me 45 minutes to check in,8.0,65
-1942357227,"Great price, convenient location The rooms were extremely small, which I expected, however not much room for luggage. It is manageable definitely not for long term stay.",8.0,49
-1942357227,How friendly the front staff were. The shuttle bus was great as we arrived there at 2am. The smallness of the floor space however it was very clean and comfortable,9.0,49
-1942357227,"Good location,friendly staff and very clean. nan",9.0,49
-1942357227,so easy to get to from airport plus food next door everything good,9.0,49
-1942357227,"Very good location, we could walk with our luggage from the international airport to the hotel. Bed took up almost all the room",7.0,49
-1942357227,"The location and comfort of the room was fine. Nothing really, expected the room to be smallish since it is at the airport.",7.0,49
-1942357227,The room was quiet and the property was easily accessible from the airport. nan,6.0,49
-1942357227,the room was pretty basic and small but then it was budget hotel. Nothing really but for the fact with 2 large cases because we'd been travelling for 4 weeks it was hard to find anywhere to put them without falling over them.,8.0,49
-1942357227,Walking distance to the airport. Close to places to eat. The bunk beds only had foam mattresses that were not that comfortable.,9.0,49
-1942357227,Rooms were very spacious and comfortable. It also had wifi nan,10.0,49
-1942357227,"Handy to airport  bus airport to front  door   room s,mall but all you need one  night stop over   half the price of novetal Got what u paidfor",6.0,49
-1942357227,Location bed Small room,7.0,49
-1942357227,"Close to airport and supermarket; cooking and eating area good Needed more crockery, cutlery and another microwave would be good",8.0,49
-1942357227,"Staff were friendly.  Super close to the airport.  They have a cot for a baby.  Love that there is a coffee station in the morning. The room I stayed in would be perfect for a small family or friends traveling. Is there any way to speed up the check in process,  arriving at 2.30 and having to wait 20 minutes to check in with a baby is rough,  but your one staff did it quickly.  There were a couple of hairs in the bathroom and in the bed.",6.0,49
-1942357227,Great location. Staff were friendly and aloud us to have a late checkout due to arriving late /on a 12.30am flight. nan,8.0,49
-1942357227,"Clean. Tidy, excellent shower, good location and facilities close nan",10.0,49
-1942357227,"Not as spartan as Ibis Budget overseas. Net CE to have an airport hotel at the airport although a bit far to walk. Hot water jugs and peppermint tea a nice touch. At the airport, too close for a cab but quite a hike nonetheless. Front desk a bit abrupt after a long international flight.",8.0,49
-1942357227,I got the bus from the airport because it was drizzling and I wasn't sure exactly where you were.  Sunny in the morning so I waked to the airport to catch my next flight. Nothing,9.0,49
-1942357227,"Location, price,restaurant next door nan",8.0,49
-1942357227,I've stayed here previously and will again. It's a perfect budget airport transit hotel. Clean and comfortable with a good bar next door and plenty of fast food joints close by if that's your thing. Airport shuttles should be free.,7.0,49
-1942357227,I liked that the staff were very friendly. The room clean and security use of card to use elevator was great. Excellent facilities perhaps a kiosk to buy food for travellers be awesome.Snacks Hot meal to heat up in a microwave. I didnt like to leave on a cold morning.,10.0,49
-1942357227,Location to airport is great……and excellent bar/restaurant next door. N/A,8.0,49
-1942357227,Good location. From the airport take the Yellow bus (bus stop between domestic airport gate 2 and 3) and the first stop is the Ibis. Alternatively if you don’t have much luggage it is walkable. Location ideal for a night in Auckland prior to flying out early next morning. Free espresso coffee from a machine in the common area on the ground floor.,9.0,49
-1942357227,near airport small cramped room for family with lots of luggage,6.0,49
-1942357227,"closeness to airport, had a very late check in and receptionist allowed me a late check out. room very clean! no plugs close to the bed",8.0,49
-1942357227,"Location to the airport and the free parking I find it unbelievable that a hotel of this size has windows that do not open.   I get that its a safety feature given the height of the building, however to not have the ability to allow fresh air to flow through a hotel surprises me - even putting hinges on the windows would have been an option when that Hotel was built I would have thought!  I do realise however that this feature will not ever change.      I had to sleep on the bottom bunk and the bunks may well have been placed in the rooms with the intention that children would sleep on them but a non plastic mattress would be preferable.  Mattresses on the bunks are not comfortable at all for adults and I would not recommend, unfortunately I did not have a choice given who I was sharing the room with.",7.0,49
-1942357227,"Close to airport and next to Countdown shop, the room was perfect for an Airport stopover Rooms are a bit small but fine for a short one night stay.",10.0,49
-1942357227,"Staff were really friendly and helpful especially at 5.30am. Location perfect as I jad an early flight next morning and what was available within walking distance, supermarket, takeaways, restaurant, pharmacy. Very minor, didn't have a power point by my bed.",10.0,49
-1942357227,"Walk from domestic airport terminal, near supermarket.  Kept my bags for the day I left so I could walk back to International Terminal. Near bus stop for city. Noise in corridor but hotel does ask people to be quiet.",9.0,49
-1942357227,It was a great location for a stop over. Close to airport. Very comfortable bed for sleeping which is what we needed to do. Great if that's all you need. Room size if staying long term but it suits its purpose.,8.0,49
-1942357227,Easy to walk to from airport! Little room but we knew that so not unexpected. Perfect for a late night arrival and early departure. Bed very comfy. Very clean and tidy. Was a little bit too warm in the room. Couldn’t seem to adjust temperature.,9.0,49
-1942357227,Basic but clean and all you need for a night close to airport. Ideal location easy to walk to airport Nothing,8.0,49
-1942357227,"Close to the Airport, and 24/7 front desk.  Comfy Very small rooms, but what you would expect for a budget accomodation",7.0,49
-1942357227,"Clean room, clean facilities, Annoying airconditioner, it randomly blowing  noisy air. Noisy corridor, there are guest chatting in the hallway having big laughs and conversation, we did not have a pleasant sleep.",8.0,49
-1942357227,"Great location  and handy to all food facilities you could wish for . right beside airport and no noise! so no need for long travels in car means more time to rest up. The attached restaurant  was not ready to  open at 7am  for breakfast like it advertised. The "" cleaner"" wanted to bring us in through a side door despite no ""chef"" there  to prepare breakfast, We declined and walked away. The other person that was with us had cold soup the night before and it twenty minutes to heat it up!  He was upset! two times .  Not good  to be associated so attached to IBIS budget!",9.0,49
-1942357227,vicinity  price all fine,8.0,49
-1942357227,Good for airport travel Room was rather small.,8.0,49
-1942357227,Very close to the airport. Quiet room Small room but served the purpose we required. Staff weren’t very friendly,7.0,49
-1942357227,"Location is perfect, beds comfortable and the rooms are very clean Nothing",9.0,49
-1942357227,The community hub was fantastic. We bought microwavable dinners at the nearby Countdown and used the microwave to heat up our dinner and eat there with the cutlery and crockery provided. Nothing,9.0,49
-1942357227,"Close to the airport, the yellow busses work really well. Good value for money and the rooms have got everything you need. Great if you need only a night or so in between flights, staff were friendly and everything was clean. nan",9.0,49
-1942357227,"The accommodation is close to the airport. I stayed there two times and walked both times to the terminal. It's minimalistic, so all you need before a flight. I stayed there two times and had different rooms. The first one with a single queen size bed was better. The second room with two single bed was really small, so I had problems opening my suitcase on the floor.",9.0,49
-1942357227,"The hotel was close to the airport, food and shops. It was clean, comfy and had everything we needed for a quick stop over. The rooms weren’t connecting. We’d booked 2 rooms as we traveled as a family of 6. It would of been more convenient if the rooms had a joining door available to avoid the in and out through the rooms",10.0,49
-1942357227,Location. And price. Too small.,7.0,49
-1942357227,Walking distance from domestic and international airports. Very clean. Everything you need from an airport hotel. nan,8.0,49
-1942357227,Close to international Airport and also very quiet.  I gòt an excellent rest. nan,10.0,49
-1942357227,"Helpful staff, convenience for airport nan",9.0,49
-1942357227,"It is very close to the airport, also a lovely shopping centre if you need to fill in time. The free coffee in the lobby was very nice. The pillow was so high and hard, I hardly had any sleep. The room was tiny.",8.0,49
-1942357227,Close to airport and cheap Nothing much to dislike ....you get what you pay for.,7.0,49
978560423,Neat and clean room Comfort  Bed space Transport services to Haram,9.0,47
978560423,"The location is super good. Hardly 10-12 minutes of walk to Al Haram. Excellent bus services which is sometimes ruined by the anxious guests but hotel services is not be blamed for this. I was hosted and greeted by ‘Dawood & Jalis” at tower 1 floor 28, these guys were super helpful and welcoming Hotel isn’t brand new, its quite old",9.0,47
